Time,Symbol,Message
04/07/2017 09:14:12,MICT,$MICT relative volume rising 154.198053 times yestersday at 09:14 (time now) (30 second test)
04/07/2017 09:14:00,ASRV,$ASRV relative volume rising 24.056691 times yestersday at 09:14 (time now) (30 second test)
04/07/2017 09:13:57,AMCN,$AMCN relative volume rising 8.762132 times yestersday at 09:13 (time now) (30 second test)
04/07/2017 09:13:57,SPU,$SPU relative volume rising 20.929755 times yestersday at 09:13 (time now) (30 second test)
04/07/2017 09:13:36,JASN,$JASN relative volume rising 7.30351 times yestersday at 09:13 (time now) (30 second test)
04/07/2017 09:13:36,NTWK,$NTWK relative volume rising 877.628571 times yestersday at 09:13 (time now) (30 second test)
04/07/2017 09:13:27,HTGM,$HTGM relative volume rising 9.535934 times yestersday at 09:13 (time now) (30 second test)
04/07/2017 09:13:21,LEDS,$LEDS relative volume rising 19.564123 times yestersday at 09:13 (time now) (30 second test)
04/07/2017 09:13:12,CADC,$CADC relative volume rising 15.675688 times yestersday at 09:13 (time now) (30 second test)
04/07/2017 09:13:00,CETC,$CETC relative volume rising 729.883086 times yestersday at 09:13 (time now) (30 second test)
04/07/2017 09:13:00,RCON,$RCON relative volume rising 26.67827 times yestersday at 09:13 (time now) (30 second test)
04/07/2017 09:12:57,SEED,$SEED relative volume rising 9.099583 times yestersday at 09:12 (time now) (30 second test)
04/07/2017 09:12:51,CCCR,"$CCCR relative volume rising 1,017.075499 times yestersday at 09:12 (time now) (30 second test)"
04/07/2017 09:12:51,CDXS,$CDXS relative volume rising 47.693114 times yestersday at 09:12 (time now) (30 second test)
04/07/2017 09:12:51,KURA,$KURA relative volume rising 24.134297 times yestersday at 09:12 (time now) (30 second test)
04/07/2017 09:12:51,CREG,$CREG relative volume rising 10.130327 times yestersday at 09:12 (time now) (30 second test)
04/07/2017 09:12:42,CRME,$CRME relative volume rising 5.153042 times yestersday at 09:12 (time now) (30 second test)
04/07/2017 09:12:36,ICD,$ICD relative volume rising 7.952902 times yestersday at 09:12 (time now) (30 second test)
04/07/2017 09:12:00,CLNT,"$CLNT relative volume rising 1,368.353255 times yestersday at 09:12 (time now) (30 second test)"
04/07/2017 09:12:00,OESX,$OESX relative volume rising 6.709656 times yestersday at 09:12 (time now) (30 second test)
04/07/2017 09:11:54,ZX,$ZX relative volume rising 9.861551 times yestersday at 09:11 (time now) (30 second test)
04/07/2017 09:11:51,ROYT,$ROYT relative volume rising 7.274663 times yestersday at 09:11 (time now) (30 second test)
04/07/2017 09:11:51,JMM,$JMM relative volume rising 25.316973 times yestersday at 09:11 (time now) (30 second test)
04/07/2017 09:11:45,NXEO,$NXEO relative volume rising 6.118759 times yestersday at 09:11 (time now) (30 second test)
04/07/2017 09:11:42,SPU,$SPU relative volume rising 23.001455 times yestersday at 09:11 (time now) (30 second test)
04/07/2017 09:11:30,ITI,$ITI relative volume rising 6.236308 times yestersday at 09:11 (time now) (30 second test)
04/07/2017 09:11:27,HBIO,$HBIO relative volume rising 16.919284 times yestersday at 09:11 (time now) (30 second test)
04/07/2017 09:11:27,ARIS,$ARIS relative volume rising 7.427948 times yestersday at 09:11 (time now) (30 second test)
04/07/2017 09:11:24,GURE,$GURE relative volume rising 5.100827 times yestersday at 09:11 (time now) (30 second test)
04/07/2017 09:11:21,BNSO,$BNSO relative volume rising 13.504673 times yestersday at 09:11 (time now) (30 second test)
04/07/2017 09:11:15,AHC,$AHC relative volume rising 5.229773 times yestersday at 09:11 (time now) (30 second test)
04/07/2017 09:11:15,NXTD,$NXTD relative volume rising 7.028117 times yestersday at 09:11 (time now) (30 second test)
04/07/2017 09:11:12,CCCL,$CCCL relative volume rising 54.917858 times yestersday at 09:11 (time now) (30 second test)
04/07/2017 09:11:12,MICT,$MICT relative volume rising 153.493118 times yestersday at 09:11 (time now) (30 second test)
04/07/2017 09:11:00,BKEP,$BKEP relative volume rising 18.095 times yestersday at 09:11 (time now) (30 second test)
04/07/2017 09:10:57,AMBR,$AMBR relative volume rising 9.48831 times yestersday at 09:10 (time now) (30 second test)
04/07/2017 09:10:51,NFEC,$NFEC relative volume rising 130.680626 times yestersday at 09:10 (time now) (30 second test)
04/07/2017 09:10:30,ASRV,$ASRV relative volume rising 24.056691 times yestersday at 09:10 (time now) (30 second test)
04/07/2017 09:10:30,DELT,$DELT relative volume rising 41.84347 times yestersday at 09:10 (time now) (30 second test)
04/07/2017 09:10:27,SEED,$SEED relative volume rising 9.385132 times yestersday at 09:10 (time now) (30 second test)
04/07/2017 09:10:15,RCON,$RCON relative volume rising 26.67827 times yestersday at 09:10 (time now) (30 second test)
04/07/2017 09:09:42,CADC,$CADC relative volume rising 15.62873 times yestersday at 09:09 (time now) (30 second test)
04/07/2017 09:09:36,ICD,$ICD relative volume rising 8.051126 times yestersday at 09:09 (time now) (30 second test)
04/07/2017 09:09:30,CETC,$CETC relative volume rising 725.321933 times yestersday at 09:09 (time now) (30 second test)
04/07/2017 09:09:27,HTGM,$HTGM relative volume rising 9.578058 times yestersday at 09:09 (time now) (30 second test)
04/07/2017 09:09:27,ARDM,$ARDM relative volume rising 9.660714 times yestersday at 09:09 (time now) (30 second test)
04/07/2017 09:09:21,CCCR,$CCCR relative volume rising 999.027635 times yestersday at 09:09 (time now) (30 second test)
04/07/2017 09:09:21,CDXS,$CDXS relative volume rising 47.628236 times yestersday at 09:09 (time now) (30 second test)
04/07/2017 09:09:12,AMCN,$AMCN relative volume rising 8.982053 times yestersday at 09:09 (time now) (30 second test)
04/07/2017 09:09:09,HIL,$HIL relative volume rising 6.490756 times yestersday at 09:09 (time now) (30 second test)
04/07/2017 09:09:00,CLNT,"$CLNT relative volume rising 1,353.833286 times yestersday at 09:09 (time now) (30 second test)"
04/07/2017 09:08:57,CRME,$CRME relative volume rising 5.149783 times yestersday at 09:08 (time now) (30 second test)
04/07/2017 09:08:51,NTWK,$NTWK relative volume rising 874.774286 times yestersday at 09:08 (time now) (30 second test)
04/07/2017 09:08:36,KURA,$KURA relative volume rising 20.74122 times yestersday at 09:08 (time now) (30 second test)
04/07/2017 09:08:27,CCCL,$CCCL relative volume rising 54.316924 times yestersday at 09:08 (time now) (30 second test)
04/07/2017 09:08:24,GURE,$GURE relative volume rising 5.057037 times yestersday at 09:08 (time now) (30 second test)
04/07/2017 09:08:15,DELT,$DELT relative volume rising 41.675159 times yestersda
